interventionType,resolution,timestamp,isReIntervention,interventionDuration,timezone,app
,closedApp,1753459366.982122,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753459860.502574,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753473702.386244,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753474093.743122,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753474143.4283628,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753474269.478343,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753474739.565701,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753474747.21462,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753475399.0358338,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753475409.202115,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753476959.854385,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753476998.108516,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753480261.236045,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753480566.719585,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753492226.1453938,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753492374.360532,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753494650.2118192,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753516197.73004,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753517805.846734,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753519462.4721289,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753519544.115736,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753521682.819264,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753522093.375472,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753522179.947211,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753522196.851416,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753523125.366591,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753523129.4473991,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753523283.203072,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753530251.134925,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753530319.958756,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753568674.3019872,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753568723.323869,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,dismissedAppOpening,1753573045.543329,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753573076.9266028,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753573080.186909,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753573091.659449,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753573096.540673,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753573192.794362,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753573363.951311,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753573780.073338,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753598866.422219,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753598956.7807221,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753598993.424252,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753599049.367144,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753599267.3177052,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753599863.4454951,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753600001.4838881,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753600991.882815,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753601259.573777,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753602859.6642199,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753603464.9449282,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753687601.70805,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
,closedApp,1753687648.388685,False,,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
breathingExercise,openedApp,1753687841.215704,False,1.5,Europe/Vienna,34F43E94-9AEE-456C-A0A4-EAC1E2163AB9
