resolution,timestamp,interventionDuration,app,timezone,isReIntervention,interventionType,purpose,timeIntervalUntilReIntervention
dismissedAppOpening,1749460989.3263202,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1749461012.096025,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749461067.06913,,outlook,Asia/Singapore,False,,,
dismissedAppOpening,1749461069.39283,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749461096.7773042,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749461146.7982059,,whastapp,Asia/Singapore,False,,,
closedApp,1749461199.096675,,whastapp,Asia/Singapore,False,,,
openedApp,1749463363.378996,6.0,instagram,Asia/Singapore,False,breathingExercise,Search Info,
openedApp,1749463603.428667,6.0,instagram,Asia/Singapore,False,breathingExercise,Search Info,
openedApp,1749463905.337887,6.0,instagram,Asia/Singapore,False,breathingExercise,Stay In the Loop,
openedApp,1749464108.545974,6.0,instagram,Asia/Singapore,False,breathingExercise,Stay In the Loop,
openedApp,1749464314.4546661,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
openedApp,1749464768.872736,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749464965.202406,,whastapp,Asia/Singapore,False,,,
closedApp,1749464977.285407,,whastapp,Asia/Singapore,False,,,
closedApp,1749465405.39367,,whastapp,Asia/Singapore,False,,,
closedApp,1749465528.843158,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749465821.344985,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749465840.050391,6.0,whastapp,Asia/Singapore,False,breathingExercise,Toilet,
closedApp,1749465892.8085752,,whastapp,Asia/Singapore,False,,,
openedApp,1749466561.921005,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749466737.741006,,whastapp,Asia/Singapore,False,,,
openedApp,1749470308.740292,6.0,whastapp,Asia/Singapore,False,breathingExercise,Message,
openedApp,1749471322.678317,6.0,whastapp,Asia/Singapore,False,breathingExercise,Message,
closedApp,1749470701.405077,,whastapp,Asia/Singapore,False,,,
closedApp,1749470802.371292,,whastapp,Asia/Singapore,False,,,
closedApp,1749470841.691427,,whastapp,Asia/Singapore,False,,,
closedApp,1749470864.840256,,whastapp,Asia/Singapore,False,,,
closedApp,1749470904.358756,,whastapp,Asia/Singapore,False,,,
closedApp,1749471872.551611,,whastapp,Asia/Singapore,False,,,
closedApp,1749472413.442748,,whastapp,Asia/Singapore,False,,,
openedApp,1749472872.3932328,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
openedApp,1749478199.127888,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749478243.126612,,whastapp,Asia/Singapore,False,,,
openedApp,1749479190.128499,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749479883.553148,,outlook,Asia/Singapore,False,,,
openedApp,1749514712.713255,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749514769.0191832,,whastapp,Asia/Singapore,False,,,
openedApp,1749514785.521754,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749514952.205117,,outlook,Asia/Singapore,False,,,
closedApp,1749514977.480475,,outlook,Asia/Singapore,False,,,
openedApp,1749515062.095551,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749515166.490563,,outlook,Asia/Singapore,False,,,
closedApp,1749515332.609911,,outlook,Asia/Singapore,False,,,
closedApp,1749515564.377657,,outlook,Asia/Singapore,False,,,
closedApp,1749515940.652748,,outlook,Asia/Singapore,False,,,
closedApp,1749515081.081831,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1749522879.633737,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749522962.028123,,whastapp,Asia/Singapore,False,,,
closedApp,1749523130.263328,,whastapp,Asia/Singapore,False,,,
closedApp,1749523212.9558659,,whastapp,Asia/Singapore,False,,,
openedApp,1749524526.1467938,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749524543.618125,,whastapp,Asia/Singapore,False,,,
openedApp,1749525059.111401,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749525191.7920551,,whastapp,Asia/Singapore,False,,,
closedApp,1749526672.338664,,whastapp,Asia/Singapore,False,,,
openedApp,1749528150.278703,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749528181.192412,,whastapp,Asia/Singapore,False,,,
openedApp,1749528197.0121021,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749528214.230589,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749528501.984622,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1749528517.560553,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749528699.324487,,whastapp,Asia/Singapore,False,,,
openedApp,1749529146.211585,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749529372.82893,,whastapp,Asia/Singapore,False,,,
closedApp,1749529796.802108,,whastapp,Asia/Singapore,False,,,
closedApp,1749529829.7367802,,whastapp,Asia/Singapore,False,,,
closedApp,1749529951.79104,,whastapp,Asia/Singapore,False,,,
closedApp,1749530647.728054,,whastapp,Asia/Singapore,False,,,
closedApp,1749530793.628859,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749531192.559363,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749531211.7251348,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749532522.837963,,whastapp,Asia/Singapore,False,,,
openedApp,1749533071.187541,6.0,whastapp,Asia/Singapore,False,breathingExercise,Escape / Avoid,
openedApp,1749533103.239768,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749533148.804595,,outlook,Asia/Singapore,False,,,
closedApp,1749533166.332974,,outlook,Asia/Singapore,False,,,
openedApp,1749533509.5988321,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749533555.155291,,outlook,Asia/Singapore,False,,,
closedApp,1749534079.651798,,outlook,Asia/Singapore,False,,,
dismissedAppOpening,1749534084.705861,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1749534374.086169,6.0,whastapp,Asia/Singapore,False,breathingExercise,Escape / Avoid,
dismissedAppOpening,1749537802.0480409,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749541686.697043,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749541790.835888,,whastapp,Asia/Singapore,False,,,
closedApp,1749541833.5137339,,whastapp,Asia/Singapore,False,,,
openedApp,1749541850.419142,6.0,instagram,Asia/Singapore,False,breathingExercise,Search Info,
closedApp,1749541992.5268831,,whastapp,Asia/Singapore,False,,,
closedApp,1749542140.557486,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749542146.499201,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1749542164.215342,6.0,instagram,Asia/Singapore,False,breathingExercise,Search Info,
closedApp,1749542329.22528,,whastapp,Asia/Singapore,False,,,
openedApp,1749542395.0981889,6.0,instagram,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749542726.9605122,,whastapp,Asia/Singapore,False,,,
closedApp,1749542876.180985,,whastapp,Asia/Singapore,False,,,
closedApp,1749543212.398192,,whastapp,Asia/Singapore,False,,,
closedApp,1749548616.870181,,whastapp,Asia/Singapore,False,,,
openedApp,1749548635.861723,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749548650.63076,,outlook,Asia/Singapore,False,,,
closedApp,1749549056.846405,,outlook,Asia/Singapore,False,,,
openedApp,1749551852.646286,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749552017.4886441,,whastapp,Asia/Singapore,False,,,
closedApp,1749552089.8494139,,whastapp,Asia/Singapore,False,,,
openedApp,1749552119.227974,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749552317.243845,,outlook,Asia/Singapore,False,,,
closedApp,1749552501.481149,,outlook,Asia/Singapore,False,,,
openedApp,1749552520.5536098,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749552610.852312,,whastapp,Asia/Singapore,False,,,
closedApp,1749552783.489773,,whastapp,Asia/Singapore,False,,,
closedApp,1749552857.194196,,whastapp,Asia/Singapore,False,,,
closedApp,1749556570.276186,,whastapp,Asia/Singapore,False,,,
closedApp,1749556687.603822,,whastapp,Asia/Singapore,False,,,
closedApp,1749556831.1925812,,whastapp,Asia/Singapore,False,,,
closedApp,1749556857.829287,,whastapp,Asia/Singapore,False,,,
closedApp,1749556863.280688,,whastapp,Asia/Singapore,False,,,
openedApp,1749558828.2667189,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749558860.167049,,whastapp,Asia/Singapore,False,,,
closedApp,1749558900.20544,,whastapp,Asia/Singapore,False,,,
openedApp,1749559573.371232,6.0,instagram,Asia/Singapore,False,breathingExercise,Stay In the Loop,
dismissedAppOpening,1749561142.2172751,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1749565303.574296,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749565324.085623,,whastapp,Asia/Singapore,False,,,
openedApp,1749565337.645798,6.0,instagram,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749565437.549807,,whastapp,Asia/Singapore,False,,,
closedApp,1749568303.265149,,whastapp,Asia/Singapore,False,,,
openedApp,1749569857.362846,6.0,whastapp,Asia/Singapore,False,breathingExercise,Bored,
dismissedAppOpening,1749570254.650821,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749571788.648382,6.0,instagram,Asia/Singapore,False,breathingExercise,Message,
dismissedAppOpening,1749572042.007998,6.0,instagram,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1749572044.250297,6.0,instagram,Asia/Singapore,False,breathingExercise,,
openedApp,1749598404.955474,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749598511.225848,,whastapp,Asia/Singapore,False,,,
openedApp,1749601266.370158,6.0,whastapp,Asia/Singapore,False,breathingExercise,Search Info,
closedApp,1749601403.337328,,whastapp,Asia/Singapore,False,,,
closedApp,1749601446.1418529,,whastapp,Asia/Singapore,False,,,
closedApp,1749601467.134562,,whastapp,Asia/Singapore,False,,,
closedApp,1749601618.358451,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749606632.656599,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1749606645.669537,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749611718.999237,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749611733.6877708,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749612965.47229,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1749613230.4711819,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749613280.686733,,outlook,Asia/Singapore,False,,,
closedApp,1749613927.86552,,outlook,Asia/Singapore,False,,,
openedApp,1749618380.044076,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749618396.411072,,whastapp,Asia/Singapore,False,,,
openedApp,1749618410.0845509,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749618423.442254,,outlook,Asia/Singapore,False,,,
closedApp,1749618498.0273151,,outlook,Asia/Singapore,False,,,
openedApp,1749620064.52555,6.0,whastapp,Asia/Singapore,False,breathingExercise,Escape / Avoid,
closedApp,1749620095.29524,,whastapp,Asia/Singapore,False,,,
closedApp,1749620338.800503,,whastapp,Asia/Singapore,False,,,
openedApp,1749620589.909041,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749620624.9603062,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749620766.00344,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749620792.718116,,microsoftTeams,Asia/Singapore,False,,,
dismissedAppOpening,1749620811.584539,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
openedApp,1749621148.500488,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,Stay In the Loop,
dismissedAppOpening,1749625029.084993,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
closedApp,1749621272.199832,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749621751.188184,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749621766.762323,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749621861.3851109,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749621871.214632,,microsoftTeams,Asia/Singapore,False,,,
openedApp,1749625624.492342,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749625753.899302,,whastapp,Asia/Singapore,False,,,
closedApp,1749625772.492474,,whastapp,Asia/Singapore,False,,,
closedApp,1749626037.955349,,whastapp,Asia/Singapore,False,,,
closedApp,1749626133.824461,,whastapp,Asia/Singapore,False,,,
closedApp,1749626164.8194408,,whastapp,Asia/Singapore,False,,,
closedApp,1749626242.139045,,whastapp,Asia/Singapore,False,,,
closedApp,1749626365.248438,,whastapp,Asia/Singapore,False,,,
closedApp,1749626446.614866,,whastapp,Asia/Singapore,False,,,
closedApp,1749626598.6009722,,whastapp,Asia/Singapore,False,,,
closedApp,1749626700.211691,,whastapp,Asia/Singapore,False,,,
openedApp,1749628403.465921,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749628425.137367,,whastapp,Asia/Singapore,False,,,
openedApp,1749630195.191763,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749630216.893859,,whastapp,Asia/Singapore,False,,,
openedApp,1749631118.532737,6.0,whastapp,Asia/Singapore,False,breathingExercise,Search Info,
closedApp,1749631134.626131,,whastapp,Asia/Singapore,False,,,
closedApp,1749631165.7507339,,whastapp,Asia/Singapore,False,,,
openedApp,1749633434.3489761,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749633463.372524,,whastapp,Asia/Singapore,False,,,
openedApp,1749633477.073838,6.0,facebook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749633579.960981,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749634818.933197,6.0,whastapp,Asia/Singapore,False,breathingExercise,,
dismissedAppOpening,1749634841.313735,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1749634864.577547,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749634939.566379,,outlook,Asia/Singapore,False,,,
closedApp,1749635092.210432,,outlook,Asia/Singapore,False,,,
closedApp,1749636286.111408,,outlook,Asia/Singapore,False,,,
openedApp,1749636368.1544452,6.0,whastapp,Asia/Singapore,False,breathingExercise,Message,
closedApp,1749636566.235485,,whastapp,Asia/Singapore,False,,,
dismissedAppOpening,1749636576.6948838,6.0,outlook,Asia/Singapore,False,breathingExercise,,
openedApp,1749636598.2905369,6.0,microsoftTeams,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749636639.823783,,microsoftTeams,Asia/Singapore,False,,,
closedApp,1749636830.308826,,whastapp,Asia/Singapore,False,,,
openedApp,1749636847.734793,6.0,outlook,Asia/Singapore,False,breathingExercise,Message,
closedApp,1749636897.345327,,outlook,Asia/Singapore,False,,,
openedApp,1749637199.6932821,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749637236.792589,,whastapp,Asia/Singapore,False,,,
closedApp,1749637373.510868,,whastapp,Asia/Singapore,False,,,
closedApp,1749637381.536018,,whastapp,Asia/Singapore,False,,,
openedApp,1749639045.9796839,6.0,whastapp,Asia/Singapore,False,breathingExercise,Message,
closedApp,1749639164.6646051,,whastapp,Asia/Singapore,False,,,
closedApp,1749641181.770527,,whastapp,Asia/Singapore,False,,,
closedApp,1749641230.641409,,whastapp,Asia/Singapore,False,,,
openedApp,1749641959.396549,6.0,whastapp,Asia/Singapore,False,breathingExercise,Message,
closedApp,1749642033.535372,,whastapp,Asia/Singapore,False,,,
closedApp,1749643225.9381862,,whastapp,Asia/Singapore,False,,,
openedApp,1749647017.18398,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749647099.316278,,whastapp,Asia/Singapore,False,,,
openedApp,1749649508.631624,6.0,whastapp,Asia/Singapore,False,breathingExercise,Message,
closedApp,1749649522.374939,,whastapp,Asia/Singapore,False,,,
closedApp,1749649832.4777489,,whastapp,Asia/Singapore,False,,,
openedApp,1749649848.1043792,6.0,facebook,Asia/Singapore,False,breathingExercise,Search Info,
openedApp,1749685903.244179,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749686012.269082,,whastapp,Asia/Singapore,False,,,
openedApp,1749686036.9804401,6.0,outlook,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749686073.334756,,outlook,Asia/Singapore,False,,,
openedApp,1749691134.119031,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749691251.333425,,whastapp,Asia/Singapore,False,,,
closedApp,1749695035.957765,,whastapp,Asia/Singapore,False,,,
closedApp,1749695162.03933,,whastapp,Asia/Singapore,False,,,
closedApp,1749695310.243547,,whastapp,Asia/Singapore,False,,,
closedApp,1749700000.980027,,whastapp,Asia/Singapore,False,,,
closedApp,1749700211.007732,,whastapp,Asia/Singapore,False,,,
closedApp,1749702542.888001,,whastapp,Asia/Singapore,False,,,
closedApp,1749702711.366109,,whastapp,Asia/Singapore,False,,,
closedApp,1749702898.4687939,,whastapp,Asia/Singapore,False,,,
closedApp,1749702986.097653,,whastapp,Asia/Singapore,False,,,
closedApp,1749703154.725443,,whastapp,Asia/Singapore,False,,,
openedApp,1749704333.996758,6.0,whastapp,Asia/Singapore,False,breathingExercise,Toilet,
openedApp,1749705171.065769,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
closedApp,1749705203.855953,,whastapp,Asia/Singapore,False,,,
closedApp,1749705819.5184731,,whastapp,Asia/Singapore,False,,,
openedApp,1749706036.675216,6.0,whastapp,Asia/Singapore,False,breathingExercise,Stay In the Loop,
