isReIntervention,timezone,timestamp,interventionType,app,resolution,interventionDuration,timeIntervalUntilReIntervention
False,Europe/Berlin,1753458534.6134372,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753458746.821104,,instagram,closedApp,,
False,Europe/Berlin,1753465004.4768429,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1753465038.4804401,,instagram,closedApp,,
False,Europe/Berlin,1753465188.9903312,,instagram,closedApp,,
False,Europe/Berlin,1753465273.6574888,,instagram,closedApp,,
False,Europe/Berlin,1753465342.472461,,instagram,closedApp,,
False,Europe/Berlin,1753465546.302174,,instagram,closedApp,,
False,Europe/Berlin,1753475046.8207831,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753475112.1235042,,instagram,closedApp,,
True,Europe/Berlin,1753476395.924166,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753476381.606931,,instagram,closedApp,,
False,Europe/Berlin,1753476415.311523,,instagram,closedApp,,
False,Europe/Berlin,1753477362.802747,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753477469.163908,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753477568.915415,,instagram,closedApp,,
False,Europe/Berlin,1753477658.165944,,instagram,closedApp,,
False,Europe/Berlin,1753477862.8375359,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753481711.890789,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753517373.2811189,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753517534.708613,,instagram,closedApp,,
False,Europe/Berlin,1753521708.57158,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753521759.254427,,instagram,closedApp,,
False,Europe/Berlin,1753523729.811264,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753523752.241219,,instagram,closedApp,,
False,Europe/Berlin,1753525490.283955,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753544590.589508,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753544635.560642,,instagram,closedApp,,
False,Europe/Berlin,1753544699.3648639,,instagram,closedApp,,
False,Europe/Berlin,1753552691.171997,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753552883.522054,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753552880.578638,,instagram,closedApp,,
False,Europe/Berlin,1753552901.097776,breathingExercise,tikTok,openedApp,6.0,240.0
True,Europe/Berlin,1753553260.405241,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753553247.650543,,tikTok,closedApp,,
True,Europe/Berlin,1753553519.757629,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753553507.333981,,tikTok,closedApp,,
False,Europe/Berlin,1753553720.765545,,tikTok,closedApp,,
False,Europe/Berlin,1753553725.712399,,tikTok,closedApp,,
False,Europe/Berlin,1753554598.557524,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753554638.0620332,,instagram,closedApp,,
False,Europe/Berlin,1753598620.355587,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753598820.5679312,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753598808.326532,,instagram,closedApp,,
True,Europe/Berlin,1753598961.3705301,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753598948.872688,,instagram,closedApp,,
True,Europe/Berlin,1753599164.053344,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753599151.049302,,instagram,closedApp,,
False,Europe/Berlin,1753599270.838443,,instagram,closedApp,,
True,Europe/Berlin,1753599436.2001061,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753599423.4434109,,instagram,closedApp,,
True,Europe/Berlin,1753599697.432321,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753599684.8127089,,instagram,closedApp,,
False,Europe/Berlin,1753599831.9284081,,instagram,closedApp,,
True,Europe/Berlin,1753600045.01637,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753600030.73568,,instagram,closedApp,,
False,Europe/Berlin,1753600234.4704108,,instagram,closedApp,,
False,Europe/Berlin,1753608298.7519941,breathingExercise,instagram,openedApp,6.0,240.0
True,Europe/Berlin,1753608559.055951,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753608546.981221,,instagram,closedApp,,
False,Europe/Berlin,1753608600.0434198,,instagram,closedApp,,
False,Europe/Berlin,1753608636.9854631,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753608817.280273,,tikTok,closedApp,,
True,Europe/Berlin,1753608917.337491,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753608904.975644,,tikTok,closedApp,,
False,Europe/Berlin,1753609023.93894,,tikTok,closedApp,,
False,Europe/Berlin,1753616720.8527942,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753616912.781238,,instagram,closedApp,,
False,Europe/Berlin,1753620118.42239,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753620252.734692,,tikTok,closedApp,,
False,Europe/Berlin,1753623623.110502,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753623733.775564,,instagram,closedApp,,
True,Europe/Berlin,1753623784.528909,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753623757.931026,,instagram,closedApp,,
False,Europe/Berlin,1753623819.960787,,instagram,closedApp,,
False,Europe/Berlin,1753623964.116527,,instagram,closedApp,,
True,Europe/Berlin,1753624027.843307,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753624050.695703,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753624007.316317,,instagram,closedApp,,
True,Europe/Berlin,1753624415.886263,breathingExercise,tikTok,openedApp,6.0,60.0
False,Europe/Berlin,1753624397.898779,,tikTok,closedApp,,
False,Europe/Berlin,1753624539.242466,,tikTok,closedApp,,
True,Europe/Berlin,1753624852.5355601,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1753627924.722256,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753628310.655021,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753628496.359282,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753628551.596957,,instagram,closedApp,,
False,Europe/Berlin,1753634568.0146542,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753634747.650319,,instagram,closedApp,,
False,Europe/Berlin,1753648827.258266,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753649028.17421,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753649015.13546,,instagram,closedApp,,
False,Europe/Berlin,1753649134.554636,,instagram,closedApp,,
False,Europe/Berlin,1753650077.1084409,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753650180.881156,,tikTok,closedApp,,
False,Europe/Berlin,1753650286.706176,,tikTok,closedApp,,
False,Europe/Berlin,1753652788.3460479,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753653413.789291,,youtube,closedApp,,
False,Europe/Berlin,1753683697.2841759,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753683719.0953078,,instagram,closedApp,,
False,Europe/Berlin,1753683748.708154,,instagram,closedApp,,
False,Europe/Berlin,1753683907.540673,,instagram,closedApp,,
False,Europe/Berlin,1753684017.82921,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753686326.327582,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753686431.179892,,instagram,closedApp,,
False,Europe/Berlin,1753687992.586957,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753688093.095708,,instagram,closedApp,,
False,Europe/Berlin,1753688262.060796,,instagram,closedApp,,
False,Europe/Berlin,1753690673.7268481,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753692727.6824389,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753692930.420563,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753692917.100656,,instagram,closedApp,,
True,Europe/Berlin,1753693137.199136,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753693124.050867,,instagram,closedApp,,
False,Europe/Berlin,1753693219.924286,,instagram,closedApp,,
False,Europe/Berlin,1753693482.752524,,instagram,closedApp,,
False,Europe/Berlin,1753712496.259975,,instagram,closedApp,,
False,Europe/Berlin,1753712565.739115,,instagram,closedApp,,
False,Europe/Berlin,1753713161.378161,breathingExercise,youtube,openedApp,6.0,
False,Europe/Berlin,1753713318.800051,,youtube,closedApp,,
False,Europe/Berlin,1753713531.1799278,,youtube,closedApp,,
False,Europe/Berlin,1753713592.508167,,youtube,closedApp,,
False,Europe/Berlin,1753714302.491041,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753717547.319291,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753717749.006185,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753717733.038981,,instagram,closedApp,,
True,Europe/Berlin,1753717950.7069302,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753717938.35974,,instagram,closedApp,,
False,Europe/Berlin,1753718139.896688,,instagram,closedApp,,
False,Europe/Berlin,1753725441.327399,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753725484.422358,,tikTok,closedApp,,
False,Europe/Berlin,1753725773.130302,,tikTok,closedApp,,
True,Europe/Berlin,1753725786.1360788,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753726023.879408,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1753725973.6027179,,tikTok,closedApp,,
False,Europe/Berlin,1753731996.428483,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753732186.342587,,instagram,closedApp,,
False,Europe/Berlin,1753732188.623801,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753732198.738419,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753732217.7047071,breathingExercise,tikTok,openedApp,6.0,120.0
False,Europe/Berlin,1753732321.6569772,,tikTok,closedApp,,
False,Europe/Berlin,1753732387.008898,,tikTok,closedApp,,
False,Europe/Berlin,1753734955.10008,breathingExercise,tikTok,openedApp,6.0,120.0
False,Europe/Berlin,1753735081.859087,,tikTok,closedApp,,
True,Europe/Berlin,1753735105.493597,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1753735354.366168,,tikTok,closedApp,,
True,Europe/Berlin,1753735369.153007,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753735558.460335,,tikTok,closedApp,,
False,Europe/Berlin,1753769755.082049,breathingExercise,instagram,openedApp,6.0,60.0
True,Europe/Berlin,1753769835.310797,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753770025.395205,,instagram,closedApp,,
False,Europe/Berlin,1753770389.6202621,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753770392.481221,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753770399.324359,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753770627.026116,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753770646.453433,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753770836.552641,,instagram,closedApp,,
False,Europe/Berlin,1753782190.478574,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753782391.261857,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753782379.0112472,,instagram,closedApp,,
True,Europe/Berlin,1753782589.660379,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753782576.06608,,instagram,closedApp,,
True,Europe/Berlin,1753782731.777783,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753782718.78981,,instagram,closedApp,,
False,Europe/Berlin,1753782855.84267,,instagram,closedApp,,
False,Europe/Berlin,1753782872.48246,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753783073.097966,,tikTok,closedApp,,
False,Europe/Berlin,1753783260.164916,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753783509.742085,,instagram,closedApp,,
False,Europe/Berlin,1753785725.486854,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753785924.1096358,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753785911.984441,,instagram,closedApp,,
True,Europe/Berlin,1753786121.4256139,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753786113.7876968,,instagram,closedApp,,
False,Europe/Berlin,1753796055.2085981,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753796139.6987019,,instagram,closedApp,,
False,Europe/Berlin,1753807076.0516748,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753807277.4216151,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753807482.6326451,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753807466.205302,,instagram,closedApp,,
False,Europe/Berlin,1753807596.667458,,instagram,closedApp,,
False,Europe/Berlin,1753809931.381199,breathingExercise,tikTok,openedApp,6.0,300.0
False,Europe/Berlin,1753810088.612858,,tikTok,closedApp,,
False,Europe/Berlin,1753810278.13446,,tikTok,closedApp,,
False,Europe/Berlin,1753812750.6418219,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753812940.822994,,instagram,closedApp,,
False,Europe/Berlin,1753814220.629349,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753814420.757319,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753814408.604233,,instagram,closedApp,,
True,Europe/Berlin,1753814680.213903,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753814668.7115269,,instagram,closedApp,,
False,Europe/Berlin,1753814704.454142,,instagram,closedApp,,
False,Europe/Berlin,1753815588.594806,breathingExercise,tikTok,openedApp,6.0,300.0
False,Europe/Berlin,1753815839.579801,,tikTok,closedApp,,
False,Europe/Berlin,1753817853.810152,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753817870.75828,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753817936.009509,,tikTok,closedApp,,
False,Europe/Berlin,1753856316.5343409,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753856441.287298,,instagram,closedApp,,
False,Europe/Berlin,1753869465.2560391,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753869484.439889,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753869688.858735,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753869672.675216,,instagram,closedApp,,
False,Europe/Berlin,1753869737.842217,,instagram,closedApp,,
False,Europe/Berlin,1753871759.758555,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753871897.111189,,instagram,closedApp,,
False,Europe/Berlin,1753872018.3264542,,instagram,closedApp,,
False,Europe/Berlin,1753873875.124076,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753874075.264904,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753874062.025274,,instagram,closedApp,,
False,Europe/Berlin,1753874264.967751,,instagram,closedApp,,
False,Europe/Berlin,1753874783.1585522,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753874971.900337,,tikTok,closedApp,,
False,Europe/Berlin,1753876731.451692,breathingExercise,tikTok,openedApp,6.0,180.0
True,Europe/Berlin,1753876934.916003,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753876922.095556,,tikTok,closedApp,,
False,Europe/Berlin,1753877125.629988,,tikTok,closedApp,,
False,Europe/Berlin,1753886323.429016,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753886809.31595,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753887008.510168,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753886995.541916,,instagram,closedApp,,
False,Europe/Berlin,1753887195.997398,,instagram,closedApp,,
False,Europe/Berlin,1753891003.5994282,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753891068.890372,,instagram,closedApp,,
False,Europe/Berlin,1753891140.321522,,instagram,closedApp,,
False,Europe/Berlin,1753891850.057447,,instagram,closedApp,,
False,Europe/Berlin,1753892211.5592961,breathingExercise,tikTok,dismissedAppOpening,6.0,
False,Europe/Berlin,1753893917.515893,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753894006.754533,,instagram,closedApp,,
False,Europe/Berlin,1753895183.87143,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1753895233.915839,,instagram,closedApp,,
False,Europe/Berlin,1753895261.592598,,instagram,closedApp,,
False,Europe/Berlin,1753895366.13442,,instagram,closedApp,,
False,Europe/Berlin,1753895444.7469568,,instagram,closedApp,,
False,Europe/Berlin,1753895475.1704679,,instagram,closedApp,,
False,Europe/Berlin,1753899647.3291202,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1753899855.926966,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753899835.064711,,instagram,closedApp,,
False,Europe/Berlin,1753899973.4677382,,instagram,closedApp,,
False,Europe/Berlin,1753942762.212328,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753942760.163507,,instagram,closedApp,,
False,Europe/Berlin,1753942949.2178469,,instagram,closedApp,,
False,Europe/Berlin,1753942970.570441,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1753942974.889841,,instagram,closedApp,,
False,Europe/Berlin,1753943211.703897,,instagram,closedApp,,
False,Europe/Berlin,1753946225.208394,,instagram,closedApp,,
False,Europe/Berlin,1753949877.2060661,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1753949935.838635,,tikTok,closedApp,,
False,Europe/Berlin,1753949953.288909,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753950096.1908422,,tikTok,closedApp,,
False,Europe/Berlin,1753951013.527814,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753951029.8199592,,instagram,closedApp,,
False,Europe/Berlin,1753965552.140074,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753965636.300315,,instagram,closedApp,,
False,Europe/Berlin,1753981033.233057,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753981053.33584,,instagram,closedApp,,
False,Europe/Berlin,1753981333.589632,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1753981369.418147,,instagram,closedApp,,
False,Europe/Berlin,1753989908.706677,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753990024.6766381,,instagram,closedApp,,
False,Europe/Berlin,1753990287.690495,,instagram,closedApp,,
False,Europe/Berlin,1753990660.6497989,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1753991234.913402,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753990692.878735,,instagram,closedApp,,
False,Europe/Berlin,1753991389.576072,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1753991393.942064,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754025608.270739,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754025707.476307,,instagram,closedApp,,
False,Europe/Berlin,1754025748.221571,,instagram,closedApp,,
False,Europe/Berlin,1754025952.037282,,instagram,closedApp,,
False,Europe/Berlin,1754028365.9162068,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754028406.015621,,instagram,closedApp,,
False,Europe/Berlin,1754031263.0064359,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754031365.375267,,instagram,closedApp,,
False,Europe/Berlin,1754033263.1643162,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754033461.723408,,instagram,closedApp,,
False,Europe/Berlin,1754033480.4447498,,instagram,closedApp,,
False,Europe/Berlin,1754034650.268472,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754034797.146294,,instagram,closedApp,,
True,Europe/Berlin,1754034994.965595,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754034961.942113,,instagram,closedApp,,
True,Europe/Berlin,1754035198.481636,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1754035184.1715689,,instagram,closedApp,,
True,Europe/Berlin,1754035521.7056189,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754035507.2113051,,instagram,closedApp,,
False,Europe/Berlin,1754035541.739902,,instagram,closedApp,,
False,Europe/Berlin,1754037059.2807221,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754038923.079195,breathingExercise,instagram,openedApp,6.0,180.0
True,Europe/Berlin,1754039121.836869,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754039109.3079882,,instagram,closedApp,,
False,Europe/Berlin,1754039272.798126,,instagram,closedApp,,
False,Europe/Berlin,1754039343.305407,,instagram,closedApp,,
False,Europe/Berlin,1754042700.158256,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754042724.5581012,,instagram,closedApp,,
False,Europe/Berlin,1754043164.846294,,instagram,closedApp,,
False,Europe/Berlin,1754046144.1656098,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754046176.474866,,instagram,closedApp,,
False,Europe/Berlin,1754046752.009937,,instagram,closedApp,,
False,Europe/Berlin,1754051210.850916,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754051430.575875,,instagram,closedApp,,
False,Europe/Berlin,1754062493.667303,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754062571.489269,,instagram,closedApp,,
False,Europe/Berlin,1754062625.4691138,,instagram,closedApp,,
False,Europe/Berlin,1754062977.360581,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754062998.2963839,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754067166.179597,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754067302.798763,,instagram,closedApp,,
False,Europe/Berlin,1754081318.0654778,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754123559.236889,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754127349.855431,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1754132215.174083,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754133770.707989,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754133890.09443,,instagram,closedApp,,
False,Europe/Berlin,1754134260.973792,,instagram,closedApp,,
False,Europe/Berlin,1754135666.577745,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754137421.694141,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754137486.05619,,instagram,closedApp,,
False,Europe/Berlin,1754137612.47934,,instagram,closedApp,,
False,Europe/Berlin,1754139027.337095,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754140355.4603581,breathingExercise,instagram,openedApp,6.0,120.0
False,Europe/Berlin,1754140407.1412401,,instagram,closedApp,,
False,Europe/Berlin,1754144411.632337,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754144474.0950022,,instagram,closedApp,,
False,Europe/Berlin,1754144505.330833,,instagram,closedApp,,
False,Europe/Berlin,1754146761.4440389,breathingExercise,linkedin,openedApp,6.0,
False,Europe/Berlin,1754146929.696234,,linkedin,closedApp,,
False,Europe/Berlin,1754146959.259664,,linkedin,closedApp,,
False,Europe/Berlin,1754146992.520527,,linkedin,closedApp,,
False,Europe/Berlin,1754147113.7044191,,linkedin,closedApp,,
False,Europe/Berlin,1754147863.7054338,breathingExercise,instagram,openedApp,6.0,300.0
False,Europe/Berlin,1754147903.2704968,,instagram,closedApp,,
False,Europe/Berlin,1754151168.460815,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754151190.972478,,instagram,closedApp,,
False,Europe/Berlin,1754160333.5609078,breathingExercise,linkedin,openedApp,6.0,
False,Europe/Berlin,1754160364.005264,,linkedin,closedApp,,
False,Europe/Berlin,1754162591.534353,,linkedin,closedApp,,
False,Europe/Berlin,1754206572.967068,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754206812.389564,,instagram,closedApp,,
False,Europe/Berlin,1754218874.208441,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754218908.361833,,instagram,closedApp,,
True,Europe/Berlin,1754219104.662507,breathingExercise,instagram,openedApp,6.0,240.0
False,Europe/Berlin,1754219095.182832,,instagram,closedApp,,
False,Europe/Berlin,1754219352.395417,,instagram,closedApp,,
False,Europe/Berlin,1754219380.947289,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754224141.4911041,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754224242.440743,,instagram,closedApp,,
False,Europe/Berlin,1754237670.887943,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754237718.1611729,,instagram,closedApp,,
False,Europe/Berlin,1754237901.413341,,instagram,closedApp,,
False,Europe/Berlin,1754238423.640465,,instagram,closedApp,,
False,Europe/Berlin,1754239160.116013,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754243457.048367,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754243895.0222611,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1754243989.8530831,,tikTok,closedApp,,
False,Europe/Berlin,1754247397.164942,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754247455.486953,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754247460.8273458,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754279109.499001,breathingExercise,instagram,openedApp,6.0,180.0
False,Europe/Berlin,1754279277.4063768,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1754279251.3891978,,instagram,closedApp,,
True,Europe/Berlin,1754279481.308865,breathingExercise,tikTok,openedApp,6.0,240.0
False,Europe/Berlin,1754279467.694896,,tikTok,closedApp,,
True,Europe/Berlin,1754279745.015987,breathingExercise,tikTok,openedApp,6.0,180.0
False,Europe/Berlin,1754279728.335922,,tikTok,closedApp,,
False,Europe/Berlin,1754279863.649787,,tikTok,closedApp,,
True,Europe/Berlin,1754279954.6375499,breathingExercise,tikTok,openedApp,6.0,120.0
False,Europe/Berlin,1754279942.093396,,tikTok,closedApp,,
True,Europe/Berlin,1754280096.199991,breathingExercise,tikTok,openedApp,6.0,300.0
False,Europe/Berlin,1754280083.4947472,,tikTok,closedApp,,
False,Europe/Berlin,1754280406.205389,,tikTok,closedApp,,
False,Europe/Berlin,1754281471.0254002,breathingExercise,instagram,dismissedAppOpening,6.0,
False,Europe/Berlin,1754290670.789614,breathingExercise,instagram,openedApp,6.0,180.0
