resolution,timezone,app,isReIntervention,interventionDuration,timestamp,interventionType,purpose,timeIntervalUntilReIntervention
closedApp,Europe/Vilnius,telegram,False,,1749370742.6708379,,,
closedApp,Europe/Vilnius,telegram,False,,1749371677.355077,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749371690.237925,breathingExercise,В туалете,420.0
closedApp,Europe/Vilnius,tikTok,False,,1749372116.889709,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749375051.0162249,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749375122.328981,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749375251.4398131,breathingExercise,Проверять лайки,300.0
closedApp,Europe/Vilnius,instagram,False,,1749375309.353291,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749375344.67206,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749375399.10656,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749375642.8704839,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749375645.299429,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749376819.3708692,breathingExercise,Развлечься,300.0
closedApp,Europe/Vilnius,tikTok,False,,1749377125.937625,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749377383.872463,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749377400.5765738,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749378632.736844,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749382042.974767,breathingExercise,Развлечься,300.0
closedApp,Europe/Vilnius,tikTok,False,,1749382173.2739182,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749383671.146569,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749383707.966103,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749384223.568618,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749386481.7818232,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749386677.106515,,,
openedApp,Europe/Vilnius,threads,False,3.0,1749387057.4993691,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,threads,False,,1749387265.7275949,,,
closedApp,Europe/Vilnius,threads,False,,1749387380.955025,,,
closedApp,Europe/Vilnius,threads,False,,1749387691.1934829,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749387737.19471,breathingExercise,Расслабиться,360.0
openedApp,Europe/Vilnius,tikTok,True,3.0,1749388117.3015718,breathingExercise,В туалете,180.0
closedApp,Europe/Vilnius,tikTok,False,,1749388106.452537,,,
closedApp,Europe/Vilnius,tikTok,False,,1749388299.310804,,,
openedApp,Europe/Vilnius,tikTok,True,3.0,1749388309.574201,breathingExercise,Поискать информацию,300.0
closedApp,Europe/Vilnius,tikTok,False,,1749388384.3946838,,,
closedApp,Europe/Vilnius,tikTok,False,,1749388454.096449,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749388753.023643,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749388764.007093,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749388855.384458,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749388858.4708729,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749388890.236874,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749389231.293407,,,
openedApp,Europe/Vilnius,tikTok,True,3.0,1749389528.326676,breathingExercise,Оставайтесь в курсе событий,120.0
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749389653.446354,breathingExercise,,
closedApp,Europe/Vilnius,tikTok,False,,1749389519.030991,,,
closedApp,Europe/Vilnius,tikTok,False,,1749389651.830915,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749389708.1022239,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1749389830.250668,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749389954.947947,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749390515.8183842,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749391262.2211618,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749393381.8526359,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749401964.640048,breathingExercise,Поискать информацию,
closedApp,Europe/Vilnius,telegram,False,,1749401982.1576529,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749415081.503329,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749415099.572658,,,
closedApp,Europe/Vilnius,telegram,False,,1749415503.917325,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749415515.2655458,breathingExercise,Поискать информацию,600.0
closedApp,Europe/Vilnius,instagram,False,,1749415572.324852,,,
closedApp,Europe/Vilnius,instagram,False,,1749415626.380465,,,
closedApp,Europe/Vilnius,instagram,False,,1749415913.0781941,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749415915.113857,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749415933.415055,breathingExercise,Опубликовать что-нибудь,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749416327.705545,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749416521.905747,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749416535.5996351,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749416716.767173,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749416738.478599,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749416750.502644,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749416925.1507258,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749416935.5089579,breathingExercise,Поискать информацию,300.0
closedApp,Europe/Vilnius,instagram,False,,1749417090.5160651,,,
closedApp,Europe/Vilnius,tikTok,False,,1749417040.0339189,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749439860.812217,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749439887.629252,,,
closedApp,Europe/Vilnius,telegram,False,,1749440012.7888231,,,
closedApp,Europe/Vilnius,telegram,False,,1749440532.640625,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749440544.991788,breathingExercise,Развлечься,180.0
openedApp,Europe/Vilnius,tikTok,True,3.0,1749440745.499531,breathingExercise,В туалете,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749440736.222808,,,
closedApp,Europe/Vilnius,tikTok,False,,1749440920.0496922,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749440930.240511,breathingExercise,В туалете,240.0
closedApp,Europe/Vilnius,instagram,False,,1749441041.628701,,,
closedApp,Europe/Vilnius,tikTok,False,,1749441229.1782432,,,
closedApp,Europe/Vilnius,tikTok,False,,1749443292.4319549,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749443329.760569,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749443867.362633,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749444180.684691,breathingExercise,Проверять лайки,60.0
closedApp,Europe/Vilnius,instagram,False,,1749444216.668795,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749444249.9421968,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749444264.078989,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749444640.7076368,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749444654.232671,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749445272.90761,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749446329.985793,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749447074.304182,breathingExercise,Написать сообщение,360.0
closedApp,Europe/Vilnius,instagram,False,,1749447117.145051,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749449097.443253,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749449099.741805,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749449114.707963,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749449137.939324,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749449147.4479542,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749449214.505518,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749449344.1262589,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749449347.021429,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749449371.2127461,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749450560.1958919,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749450856.531554,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749451010.355077,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749451862.813467,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749451910.568956,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749451976.1275249,,,
closedApp,Europe/Vilnius,telegram,False,,1749452028.131865,,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749452176.379189,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749452664.429043,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749452684.653806,,,
closedApp,Europe/Vilnius,telegram,False,,1749452786.519563,,,
closedApp,Europe/Vilnius,telegram,False,,1749452796.3989692,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749453837.917863,breathingExercise,,
openedApp,Europe/Vilnius,threads,False,3.0,1749455412.040874,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,threads,False,,1749455518.848987,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749455541.562674,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749455630.4956799,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749455638.450286,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749455653.816595,,,
closedApp,Europe/Vilnius,telegram,False,,1749455705.621677,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749456931.524585,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749456965.277503,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749457167.531313,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749457355.239174,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749460181.592286,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749460434.345358,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749462251.5749002,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749463330.8044682,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749463365.9194121,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749463435.282629,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749464235.636261,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1749463615.205555,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749464262.044208,breathingExercise,Развлечься,600.0
closedApp,Europe/Vilnius,tikTok,False,,1749464693.409102,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749464695.221143,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749466852.470212,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,telegram,False,3.0,1749471276.565016,breathingExercise,Написать сообщение,
openedApp,Europe/Vilnius,telegram,False,3.0,1749472265.0317922,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,threads,False,3.0,1749472336.6403751,breathingExercise,,
closedApp,Europe/Vilnius,telegram,False,,1749472326.30463,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749472428.856631,breathingExercise,Развлечься,240.0
closedApp,Europe/Vilnius,instagram,False,,1749472468.617789,,,
closedApp,Europe/Vilnius,telegram,False,,1749473013.2148728,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749475349.990334,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749475409.220079,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749478144.353895,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749478163.350089,breathingExercise,Поискать информацию,
closedApp,Europe/Vilnius,telegram,False,,1749478301.210075,,,
closedApp,Europe/Vilnius,telegram,False,,1749478435.8189368,,,
closedApp,Europe/Vilnius,telegram,False,,1749478533.9602609,,,
closedApp,Europe/Vilnius,telegram,False,,1749478587.687612,,,
closedApp,Europe/Vilnius,telegram,False,,1749478617.211566,,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749478664.243351,breathingExercise,Развлечься,300.0
closedApp,Europe/Vilnius,tikTok,False,,1749478971.451339,,,
dismissedAppOpening,Europe/Vilnius,telegram,False,3.0,1749479133.772953,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749479143.6325731,breathingExercise,Написать сообщение,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749479149.900597,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749479203.492496,breathingExercise,Поискать информацию,360.0
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749479595.3060188,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749479599.686888,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749479970.024416,breathingExercise,,
closedApp,Europe/Vilnius,instagram,False,,1749479253.5199509,,,
closedApp,Europe/Vilnius,telegram,False,,1749479386.222927,,,
closedApp,Europe/Vilnius,telegram,False,,1749479438.030204,,,
closedApp,Europe/Vilnius,telegram,False,,1749479457.6399698,,,
closedApp,Europe/Vilnius,telegram,False,,1749479538.267713,,,
closedApp,Europe/Vilnius,telegram,False,,1749479569.391973,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749480169.110499,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749480208.1193671,,,
closedApp,Europe/Vilnius,telegram,False,,1749480916.183728,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749480941.174039,breathingExercise,Написать сообщение,600.0
closedApp,Europe/Vilnius,instagram,False,,1749481246.570286,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749485438.753892,breathingExercise,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749488705.0212831,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,telegram,False,,1749488801.979501,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749489273.993444,breathingExercise,Написать сообщение,
closedApp,Europe/Vilnius,instagram,False,,1749495410.3029351,,,
closedApp,Europe/Vilnius,telegram,False,,1749489357.597187,,,
closedApp,Europe/Vilnius,telegram,False,,1749491596.600089,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749495619.6160579,breathingExercise,Проверять лайки,360.0
closedApp,Europe/Vilnius,instagram,False,,1749495643.41394,,,
closedApp,Europe/Vilnius,instagram,False,,1749495729.826329,,,
closedApp,Europe/Vilnius,instagram,False,,1749495865.6438541,,,
dismissedAppOpening,Europe/Vilnius,tikTok,False,3.0,1749495876.5478082,breathingExercise,,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749495892.3037748,breathingExercise,Развлечься,300.0
closedApp,Europe/Vilnius,tikTok,False,,1749495982.850199,,,
closedApp,Europe/Vilnius,tikTok,False,,1749496215.232576,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749497453.7719889,breathingExercise,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749528959.0786328,breathingExercise,Поискать информацию,300.0
closedApp,Europe/Vilnius,instagram,False,,1749529120.148244,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749529129.185948,breathingExercise,Развлечься,
closedApp,Europe/Vilnius,telegram,False,,1749529156.969118,,,
closedApp,Europe/Vilnius,telegram,False,,1749529359.777499,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749529371.414422,breathingExercise,Поискать информацию,600.0
closedApp,Europe/Vilnius,instagram,False,,1749529520.942641,,,
closedApp,Europe/Vilnius,telegram,False,,1749529700.467566,,,
openedApp,Europe/Vilnius,telegram,False,3.0,1749531890.589386,breathingExercise,В туалете,
openedApp,Europe/Vilnius,tikTok,False,3.0,1749531915.084763,breathingExercise,Расслабиться,360.0
closedApp,Europe/Vilnius,tikTok,False,,1749532282.8093061,,,
openedApp,Europe/Vilnius,instagram,False,3.0,1749532295.236762,breathingExercise,Проверять лайки,240.0
closedApp,Europe/Vilnius,instagram,False,,1749532434.520395,,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749533689.580873,breathingExercise,,
dismissedAppOpening,Europe/Vilnius,instagram,False,3.0,1749533712.5804691,breathingExercise,,
