interventionDuration,isReIntervention,timestamp,app,resolution,interventionType,timezone,timeIntervalUntilReIntervention
,False,1754366930.150002,instagram,closedApp,,Europe/Warsaw,
,False,1754367155.39575,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754367469.248972,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754367882.236443,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754368006.836886,instagram,closedApp,,Europe/Warsaw,
,False,1754368513.905107,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754368563.704492,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754368690.065373,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754369943.055282,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754370069.908935,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754370229.4400082,instagram,openedApp,breathingExercise,Europe/Warsaw,540.0
,False,1754370774.2906609,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754370791.3202782,instagram,openedApp,breathingExercise,Europe/Warsaw,420.0
,False,1754371160.299049,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754371345.848037,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754371361.280707,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754371955.5099812,instagram,openedApp,breathingExercise,Europe/Warsaw,480.0
,False,1754372101.930509,instagram,closedApp,,Europe/Warsaw,
6.0,False,1754393726.647071,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754395391.3743901,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754395432.310467,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
6.0,False,1754401423.700978,instagram,dismissedAppOpening,breathingExercise,Europe/Warsaw,
