interventionType,timezone,timestamp,interventionDuration,purpose,resolution,isReIntervention,app
,Europe/Warsaw,1752615310.3916512,,,closedApp,False,instagram
,Europe/Warsaw,1752615321.756608,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752615477.844866,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752617129.148857,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752615679.681138,,,closedApp,False,instagram
,Europe/Warsaw,1752615949.631067,,,closedApp,False,instagram
,Europe/Warsaw,1752615968.3649778,,,closedApp,False,instagram
,Europe/Warsaw,1752616930.954235,,,closedApp,False,instagram
,Europe/Warsaw,1752617226.709501,,,closedApp,False,instagram
,Europe/Warsaw,1752618543.22387,,,closedApp,False,instagram
,Europe/Warsaw,1752618591.118403,,,closedApp,False,instagram
,Europe/Warsaw,1752618909.862764,,,closedApp,False,instagram
,Europe/Warsaw,1752619022.153363,,,closedApp,False,instagram
,Europe/Warsaw,1752619147.782075,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752624932.257606,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752625022.8739018,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752626017.568547,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752648378.315979,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752648400.519837,,,closedApp,False,instagram
,Europe/Warsaw,1752648421.700149,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752652876.130558,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752652907.331929,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752653221.381808,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752653553.908684,,,closedApp,False,instagram
,Europe/Warsaw,1752653590.7887,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752657671.537806,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752658066.5697908,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752658071.513936,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752658776.952866,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752665556.90306,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752665569.9285688,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752667027.0271668,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752667580.900598,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752667811.789884,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752668090.619656,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752668795.768414,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752671141.084546,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752671151.112644,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752671313.400502,,,closedApp,False,instagram
,Europe/Warsaw,1752671448.116881,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752672935.78071,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752674176.584672,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752674286.254679,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752674288.074101,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752674290.9888659,3.0,,dismissedAppOpening,False,instagram
breathingExercise,Europe/Warsaw,1752676231.464497,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752676253.4842892,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752676296.6283221,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752676515.280791,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752676991.042316,,,closedApp,False,instagram
,Europe/Warsaw,1752677324.113394,,,closedApp,False,instagram
,Europe/Warsaw,1752678279.22592,,,closedApp,False,instagram
,Europe/Warsaw,1752678363.2537599,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752678540.993329,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752679166.382882,,,closedApp,False,instagram
,Europe/Warsaw,1752679252.521867,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752679330.0642219,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752679827.6599178,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752680129.4292998,3.0,Bored,openedApp,False,instagram
breathingExercise,Europe/Warsaw,1752686669.199867,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752686694.371939,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752692118.972474,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1752692238.604856,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1752692362.582683,3.0,,dismissedAppOpening,False,youtube
breathingExercise,Europe/Warsaw,1752695525.991904,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752696082.392222,,,closedApp,False,instagram
,Europe/Warsaw,1752696654.565697,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752696762.7131228,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752697005.51074,,,closedApp,False,instagram
,Europe/Warsaw,1752697056.356833,,,closedApp,False,instagram
,Europe/Warsaw,1752697331.831986,,,closedApp,False,instagram
,Europe/Warsaw,1752697403.934969,,,closedApp,False,instagram
,Europe/Warsaw,1752697636.784267,,,closedApp,False,instagram
,Europe/Warsaw,1752697672.7457461,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752744579.442391,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752744845.226326,3.0,Bored,openedApp,False,youtube
breathingExercise,Europe/Warsaw,1752745633.827651,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752745882.431694,,,closedApp,False,instagram
,Europe/Warsaw,1752746809.00027,,,closedApp,False,instagram
,Europe/Warsaw,1752746866.6613069,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752751480.137587,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752751502.4710798,,,closedApp,False,instagram
,Europe/Warsaw,1752751571.903734,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752752282.9585528,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752752327.458261,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752753615.429174,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752753654.234273,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752753729.871589,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752753840.63937,,,closedApp,False,instagram
,Europe/Warsaw,1752754100.2276,,,closedApp,False,instagram
breathingExercise,Europe/Warsaw,1752755823.929481,3.0,Bored,openedApp,False,instagram
,Europe/Warsaw,1752755925.207583,,,closedApp,False,instagram
